Mon Feb 13 17:17:20 2023    profile.txt

         44404943 function calls (43686407 primitive calls) in 132.573 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\distribute\mirrored_run.py:288(_MirroredReplicaThread)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\keras\layers\core.py:1316(TFOpLambda)
        1    0.000    0.000    0.027    0.027 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\compiler\tensorrt\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\keras\layers\cudnn_recurrent.py:157(CuDNNGRU)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\keras\engine\compile_utils.py:103(LossesContainer)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\h5py\_hl\vds.py:146(VirtualLayout)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\feature_column\feature_column_v2.py:270(_StateManagerImpl)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\linalg\linear_operator_tridiag.py:37(LinearOperatorTridiag)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\lite\python\schema_py_generated.py:2383(Pool2DOptions)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\lite\python\schema_py_generated.py:3669(LocalResponseNormalizationOptions)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\lite\python\schema_py_generated.py:5455(SqueezeOptions)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\lite\python\schema_py_generated.py:5693(StridedSliceOptions)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\lite\python\schema_py_generated.py:9118(ScatterNdOptions)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\lite\python\schema_py_generated.py:10543(ATan2Options)
       10    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorboard\compat\tensorflow_stub\io\gfile.py:444(_translate_errors)
        4    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\dtensor\layout_map.py:49(get_current_layout_map)
       18    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\node.py:81(<lambda>)
        4    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\compile_utils.py:34(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\layers\locally_connected\locally_connected2d.py:33(LocallyConnected2D)
        1    0.000    0.000    0.001    0.001 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\backend\numpy\__internal__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\backend\numpy\gen\linear_operator_full_matrix.py:49(LinearOperatorFullMatrix)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\callable_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\bijectors\iterated_sigmoid_centered.py:30(IteratedSigmoidCentered)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\bijectors\normal_cdf.py:32(NormalCDF)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\bijectors\scale_matvec_tril.py:30(ScaleMatvecTriL)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\bijectors\unit_vector.py:32(UnitVector)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\layers\conv_variational.py:950(_ConvFlipout)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\poisson_lognormal.py:155(PoissonLogNormalQuadratureCompound)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\experimental\psd_kernels\multitask_kernel.py:194(Separable)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\cbook\__init__.py:2270(_make_class_factory)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pyparsing\core.py:4757(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\backend_tools.py:920(ToolHelpBase)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\textpath.py:304(TextPath)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\widgets.py:64(Widget)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\widgets.py:2743(ToolHandles)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\patches.py:611(Shadow)
        4    0.000    0.000    0.001    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\spines.py:220(clear)
        2    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\figure.py:2832(set_canvas)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\projections\__init__.py:67(register)
        3    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\legend_handler.py:426(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\tri\triangulation.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pycparser\ply\yacc.py:2952(get_all)
        2    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\tkinter\__init__.py:2266(wm_withdraw)
        1    0.000    0.000    0.000    0.000 {method 'add' of 'google.protobuf.pyext._message.RepeatedCompositeContainer' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _winapi.DuplicateHandle}
        2    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_struct_type}
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imagingtk.tkinit}
        2    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\_distutils_hack\__init__.py:132(is_cpython)
        4    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\inspect.py:355(istraceback)
        2    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\typing.py:1459(_caller)
       14    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\numpy\lib\function_base.py:1316(_diff_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\numpy\ctypeslib.py:183(_ndptr)
        4    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\numpy\ma\core.py:3401(dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\numpy\ma\core.py:6700(_extrema_operation)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\gym\wrappers\human_rendering.py:8(HumanRendering)
       11    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\importlib\metadata\__init__.py:781(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\zipfile.py:2171(CompleteDirs)
       31    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\cffi\error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\typing_extensions.py:1866(TypeVarTuple)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\gym3\trajectory_recorder.py:13(TrajectoryRecorderWrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\setuptools\_distutils\config.py:22(PyPIRCCommand)
       12    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\__init__.py:2368(_cygwin_patch)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\appdirs.py:407(AppDirs)
      3/1    0.000    0.000    0.001    0.001 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\pyparsing\core.py:5303(streamline)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\pyparsing\testing.py:124(TestParseResultsAsserts)
        8    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\setuptools\extern\__init__.py:16(search_path)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\unittest\result.py:13(inner)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\asyncio\constants.py:24(_SendfileMode)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\google\protobuf\message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\google\protobuf\internal\well_known_types.py:253(Duration)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\ops.py:264(enable_tensor_equality)
       16    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\ops.py:4976(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\traceable_stack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\data\ops\iterator_ops.py:556(IteratorBase)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\core\function\polymorphism\function_cache.py:95(FunctionCache)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\autograph\pyct\anno.py:33(NoValue)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\colors.py:1390(TwoSlopeNorm)
        9    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\PIL\PngImagePlugin.py:194(close)
      4/2    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\transforms.py:2409(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\transforms.py:2644(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pyparsing\core.py:134(Diagnostics)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\numpy_ops\np_export.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\platform\flags.py:42(wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\training\server_lib.py:242(ClusterSpec)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\multiprocessing\pool.py:921(ThreadPool)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\distribute\cluster_resolver\cluster_resolver.py:418(UnionClusterResolver)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\distribute\cluster_resolver\kubernetes_cluster_resolver.py:23(KubernetesClusterResolver)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\distribute\sharded_variable.py:769(ShardedVariable)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\convert_to_constants.py:655(_GraphDef)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\saved_model\model_utils\export_output.py:252(_SupervisedOutput)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\urllib3\util\retry.py:35(_RetryMeta)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\while_v2.py:929(_WhileBodyGradFuncGraph)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\lite\python\schema_py_generated.py:1046(Int32Vector)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\lite\python\schema_py_generated.py:3988(BidirectionalSequenceLSTMOptions)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\lite\python\schema_py_generated.py:4109(ResizeBilinearOptions)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\lite\python\schema_py_generated.py:6486(NegOptionsT)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\lite\python\analyzer.py:35(ModelAnalyzer)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorboard\plugins\custom_scalar\metadata.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\optimizers\legacy\ftrl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\optimizers\legacy\nadam.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\optimizers\optimizer_experimental\rmsprop.py:26(RMSprop)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\mixed_precision\loss_scale_optimizer.py:135(_DynamicLossScaleState)
        2    0.000    0.000    0.004    0.002 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\training.py:764(_get_optimizer)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\layers\activation\elu.py:26(ELU)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\layers\convolutional\conv1d.py:29(Conv1D)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\lazy_loader.py:22(LazyLoader)
        2    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\setuptools\_distutils\version.py:52(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\experimental\auto_batching\instructions.py:823(TemporaryVariable)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\backend\numpy\initializers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\backend\numpy\errors.py:1(<module>)
       11    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\backend\numpy\gen\linear_operator_algebra.py:352(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\math\psd_kernels\pointwise_exponential.py:24(PointwiseExponential)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\layers\conv_variational.py:1271(Conv2DFlipout)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\experimental\mcmc\covariance_reducer.py:44(CovarianceReducer)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\experimental\mcmc\with_reductions.py:41(WithReductions)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\experimental\mcmc\thinning_kernel.py:28(ThinningKernel)
        2    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pyparsing\core.py:3297(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\backend_bases.py:3318(update)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\container.py:5(Container)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\mpl_toolkits\mplot3d\axis3d.py:578(XAxis)
        8    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pycparser\plyparser.py:80(decorate)
        6    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        6    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\dataclasses.py:375(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\_weakrefset.py:17(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\pathlib.py:368(_make_selector)
        3    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\numpy\core\getlimits.py:86(_str_smallest_subnormal)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\numpy\lib\_datasource.py:536(Repository)
        2    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\numpy\ma\core.py:6709(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\zipfile.py:2200(make)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\cffi\api.py:910(FFILibrary)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\gym3\asynchronous.py:8(AsynchronousWrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\sysconfig.py:64(_getuserbase)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\pyparsing\core.py:4983(SkipTo)
        2    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\pyparsing\results.py:473(_asStringList)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\email\headerregistry.py:327(AddressHeader)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\argparse.py:1308(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\absl\logging\__init__.py:257(serialize)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\google\protobuf\descriptor.py:241(Descriptor)
        1    0.000    0.000    0.001    0.001 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\google\protobuf\text_format.py:762(MergeLines)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\google\protobuf\internal\encoder.py:411(_VarintBytes)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\core\function\trace_type\default_types.py:101(Weakref)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\core\function\trace_type\default_types.py:543(Reference)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\ops.py:2890(OpStats)
        7    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\core\framework\variable_pb2.py:6(<lambda>)
        4    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_ops.py:1872(_promote_dtypes_decorator)
        2    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\eager\polymorphic_function\quarantine.py:364(defun_with_attributes)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\client\timeline.py:343(Timeline)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\training\session_run_hook.py:210(SessionRunContext)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\scale.py:259(LogScale)
        3    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\transforms.py:1597(transform_path_affine)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\transforms.py:2342(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pyparsing\core.py:693(add_condition)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pyparsing\core.py:2613(Word)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\distribute\collective_util.py:26(CommunicationImplementation)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\immutable_dict.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\training\server_lib.py:94(Server)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\keras\utils\object_identity.py:118(ObjectIdentityDictionary)
