Mon Feb 13 17:17:20 2023    profile.txt

         44404943 function calls (43686407 primitive calls) in 132.573 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\distribute\coordinator\cluster_coordinator.py:545(WorkerPreemptionHandler)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\distribute\cluster_resolver\gce_cluster_resolver.py:30(GCEClusterResolver)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\distribute\collective_all_reduce_strategy.py:58(CollectiveAllReduceStrategy)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\keras\saving\saved_model\layer_serialization.py:116(InputLayerSavedModelSaver)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\tarfile.py:328(_Stream)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\urllib\request.py:426(OpenerDirector)
        6    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\keras\layers\core.py:1652(_delegate_property)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\compiler\tensorrt\trt_convert.py:851(_TRTEngineResource)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\convert_to_constants.py:81(_Convertible)
        9    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\core\grappler\costs\op_performance_data_pb2.py:6(<lambda>)
        9    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\core\protobuf\device_properties_pb2.py:6(<lambda>)
        1    0.000    0.000    0.005    0.005 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\keras\utils\mode_keys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\importlib\readers.py:49(MultiplexedPath)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\h5py\_hl\datatype.py:19(Datatype)
       11    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\linalg\linear_operator_algebra.py:333(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\xml\sax\saxutils.py:112(XMLGenerator)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\lite\python\schema_py_generated.py:3119(BidirectionalSequenceRNNOptions)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\lite\python\schema_py_generated.py:4441(ReshapeOptions)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\lite\python\schema_py_generated.py:9230(DensifyOptions)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\lite\python\op_hint.py:88(OpHint)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorboard\compat\tensorflow_stub\io\gfile.py:214(S3FileSystem)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorboard\compat\tensorflow_stub\app.py:60(_HelpFlag)
        2    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\saving\object_registration.py:187(get_registered_object)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\metrics\metrics.py:470(_ConfusionMatrixConditionCount)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\layers\activation\relu.py:26(ReLU)
       11    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\layers\core\tf_op_layer.py:450(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\backend\numpy\numpy_keras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\bijectors\scale_matvec_linear_operator.py:33(_ScaleMatvecLinearOperatorBase)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\docstring_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\cholesky_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\layers\conv_variational.py:655(Conv2DReparameterization)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\layers\dense_variational.py:423(DenseLocalReparameterization)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\monte_carlo\expectation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\_enums.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\pyplot.py:363(draw_if_interactive)
       12    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\artist.py:574(get_url)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\backend_tools.py:733(ToolZoom)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\widgets.py:2635(ToolLineHandles)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\style\core.py:217(update_user_library)
        2    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\figure.py:132(update)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\dates.py:1185(RRuleLocator)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\legend_handler.py:628(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\axes\_base.py:537(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\axes\_base.py:2475(_unit_change_handler)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\projections\polar.py:442(_ThetaShift)
        8    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pycparser\c_parser.py:196(_lex_on_rbrace_func)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pycparser\ply\yacc.py:286(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\tkinter\__init__.py:853(after_idle)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\tkinter\__init__.py:2707(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\tkinter\__init__.py:3060(Entry)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\tkinter\__init__.py:3976(_setit)
        3    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\numpy\lib\arrayterator.py:16(Arrayterator)
        4    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\gym\spaces\box.py:28(is_float_integer)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\gym\wrappers\frame_stack.py:12(LazyFrames)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\importlib\metadata\__init__.py:911(PathDistribution)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\email\header.py:179(Header)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\gym3\interop.py:245(ToGymEnv)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\sysconfig.py:161(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\__init__.py:255(VersionConflict)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\__init__.py:522(IResourceProvider)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\plistlib.py:164(_PlistParser)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\jaraco\text\__init__.py:37(FoldedCase)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\packaging\version.py:60(_BaseVersion)
        7    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\pyparsing\unicode.py:9(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\pyparsing\core.py:1615(__invert__)
        8    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\pyparsing\core.py:2271(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\pyparsing\core.py:2615(Word)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\autograph\pyct\pretty_printer.py:21(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\autograph\converters\lists.py:47(ListTransformer)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\setuptools\_vendor\packaging\version.py:60(_BaseVersion)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\setuptools\config\expand.py:449(LazyMappingProxy)
        3    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\email\_header_value_parser.py:876(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\unittest\main.py:55(TestProgram)
       15    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\unittest\mock.py:1948(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\eager\context.py:235(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\eager\context.py:2065(_set_context_locked)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_DeviceListType}
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\xml\dom\minidom.py:327(DocumentFragment)
        8    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\eager\executor.py:20(Executor)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\c_api_util.py:77(ScopedTFStatus)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\google\protobuf\internal\containers.py:319(ScalarMap)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\tensor_shape.py:35(enable_v2_tensorshape)
        2    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\tensor_util.py:277(_check_not_tensor)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\init_ops.py:894(Orthogonal)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\eager\polymorphic_function\monomorphic_function.py:201(_EagerDefinedFunction)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\data\experimental\ops\iterator_ops.py:105(CheckpointInputPipelineHook)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\summary_ops_v2.py:56(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pyparsing\core.py:687(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\autograph\pyct\naming.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\checkpoint\checkpoint.py:743(CheckpointLoadStatus)
        5    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\custom_gradient.py:326(decorator)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\extension_type_field.py:179(_ConversionContext)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\trackable\autotrackable.py:29(AutoTrackable)
        6    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\core\framework\device_attributes_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\distribute\input_lib.py:1273(DistributedDatasetsFromFunctionSpec)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\keras\optimizer_v2\adadelta.py:28(Adadelta)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\keras\utils\metrics_utils.py:250(AUCSummationMethod)
       11    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\keras\layers\core.py:1811(__init__)
